娄葑东区东旺经济发展有限公司(1#厂房）(苏州邦卓精密工业有限公司室内装修工程）（车间一二层、办公一二三层）,苏州邦卓精密工业有限公司,苏州工业园区金田路2号东景工业坊19幢,	320594201812170201,工业项目,100.00,5522.17,2018-12-17,2018-11-30,2019-1-31,,杭州华茗设计集团有限公司,,江苏鲁班建设集团有限公司,{'lng': 120.77232, 'lat': 31.290932}
建屋标准厂房（原三区苏财长阳街东22#厂房）-B2门卫,苏州工业园区建屋厂房产业发展有限公司,苏州工业园区长阳街448号,	320594201812170101,工业项目,10.00,30.24,2018-12-17,2018-8-1,2019-3-15,上海光华岩土工程勘测设计有限公司,中衡设计集团股份有限公司,苏州市科正工程管理咨询有限公司,浙江天勤建设有限公司,{'lng': 120.792222, 'lat': 31.345216}
娄葑北区明扬彩色包装印刷-娄葑北区明扬彩色包装印刷（研发楼）（娄葑北区明扬彩色包装印刷研发楼装修改建工程）(1-3层局部）,苏州工业园区明扬彩色包装印刷有限公司,苏州工业园区唐庄路189号,	320594201812140401,工业项目,40.00,2633.51,2018-12-14,2018-11-16,2018-12-30,,苏州立诚建筑设计院有限公司,,江苏明宇建工集团有限公司,{'lng': 120.830034, 'lat': 31.321659}
苏大维格数码光学-苏大维格数码光学（厂房三）（苏州维旺科技有限公司室内装修改建工程）（装修范围：地上一层）,苏州维旺科技有限公司,苏州工业园区钟南街478号,	320594201812140301,工业项目,40.00,3073.17,2018-12-14,2018-11-21,2018-12-20,,广州博厦建筑设计研究院有限公司,,江苏永开园林建设工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
DK20120042地块柏悦酒店及公寓项目A、B、C、公寓地下二层，地上一层到地上十二层室内装修工程,苏州金湖地产发展有限公司,苏州吴中区西洲路,	320594201812140201,工业项目,9115.48,17564.00,2018-12-14,2018-9-10,2019-6-15,苏州市城市建筑设计院有限责任公司,苏州金螳螂建筑装饰股份有限公司,苏州中润建设管理咨询有限公司,金螳螂精装科技（苏州）有限公司,{'lng': 120.72823, 'lat': 31.319738}
桑田岛生物产业园一期（DK20110162地块） （2#楼）（百济神州（苏州）生物科技有限公司口服制剂和单克隆抗体工艺研发项目改建工程）二层局部,百济神州（苏州）生物科技有限公司,桑田岛生物产业园一期（DK20110162地块） 桑田街218号2#楼202室,	320594201812140101,工业项目,280.00,1957.00,2018-12-14,2018-11-11,2019-2-23,,江苏省建工设计研究院有限公司,苏州中润建设管理咨询有限公司,苏州市盛合子装饰工程有限公司,{'lng': 120.792074, 'lat': 31.284288}
二区钟园路东、旺敦路南地块(292#)（1）（苏州工业园区诺恒语言培训中心内装修工程）（3层局部）,苏州工业园区诺恒语言培训中心,苏州工业园区旺墩路269号圆融星座三楼3290-3300,	320594201812130301,工业项目,32.00,510.00,2018-12-13,2018-12-10,2019-1-9,,苏州江南意造建筑设计有限公司,,苏州鑫浩源建筑装饰工程有限公司,{'lng': 120.722217, 'lat': 31.324863}
苏州智慧健康产业园（原现代工业坊DK41011地块）-苏州智慧健康产业园消防改造工程,苏州敏创智慧健康科技发展有限公司,苏州工业园区,	320594201812130201,工业项目,584.09,71345.62,2018-12-13,2018-8-1,2018-12-30,,中铁华铁工程设计集团有限公司,苏州工业园区恒和咨询有限责任公司,浙江警安科技有限公司,{'lng': 120.830034, 'lat': 31.321659}
娄葑车坊富民标准厂房-娄葑车坊富民标准厂房B-4楼苏州海狸生物医学工程有限公司一楼室内装饰工程,苏州海狸生物医学工程有限公司,娄葑车坊星华街东、新华路北,	320594201812130101,工业项目,130.00,1435.80,2018-12-13,2017-9-10,2017-11-10,,苏州一科科建建筑设计研究院有限公司,,苏州源通建筑装饰工程有限公司,{'lng': 120.776912, 'lat': 31.31501}
胜浦镇开屏金属有限公司厂房-胜浦镇开屏金属有限公司厂房（厂房2））（泛瑞得（苏州）工业发展有限公司厂房室内改建工程）（装修范围：地上一层）,泛瑞得（苏州）工业发展有限公司,苏州工业园区胜浦江浦路56号2号厂房,	320594201812120201,工业项目,35.00,2177.00,2018-12-12,2018-11-15,2018-12-14,,广州博厦建筑设计研究院有限公司,,江苏永开园林建设工程有限公司,{'lng': 120.8384, 'lat': 31.300875}
唯亭西区清华紫光产学研基地（6）（韩华商业设备（上海）有限公司苏州分公司办公室内装修工程）一层局部,韩华商业设备（上海）有限公司苏州分公司,苏州工业园区唯新路60号,	320594201812120101,工业项目,210.00,1559.45,2018-12-12,2018-12-10,2019-1-31,,苏州江南意造建筑设计有限公司,,苏州辉腾建筑装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
娄葑学校南校区项目（DK20130293地块）（1、2、3）精装修工程1#楼1-5局部，2#楼1-9层，3#楼1-6层,苏州工业园区教育局,苏州工业园区杨东路南、泾园路东,	320594201812110201,工业项目,3055.49,32500.00,2018-12-11,2018-10-11,2019-3-20,,苏州金鼎建筑装饰工程有限公司,苏州联信工程管理咨询有限公司,苏州颐德装饰工程有限公司,{'lng': 120.636645, 'lat': 31.351756}
二区博览中心南、科文中心东出让地块（A5）苏州工业园区苏逅咖啡店月光码头店装修工程（一层及二层局部：A5-2）,苏州工业园区苏逅咖啡店,苏州工业园区月光码头休闲广场A5-2号,	320594201812110101,工业项目,60.00,948.47,2018-12-11,2018-11-11,2018-12-25,,苏州盛银装饰工程有限公司,,苏州盛银装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
星湖街西、创苑路南2#地块（B14）（苏州蒙圣教育投资有限公司内装修工程）（一层）,苏州蒙圣教育投资有限公司,苏州工业园区八达街99号月亮湾美颂花园一期2幢,	320594201812100201,工业项目,31.20,582.70,2018-12-10,2018-12-3,2018-12-31,,苏州江南意造建筑设计有限公司,,苏州鑫浩源建筑装饰工程有限公司,{'lng': 120.729188, 'lat': 31.266647}
新平西路东、若水路南地块（DK20080180）(塔楼D)(腾飞苏州创新园FWP装修工程)一楼局部,腾飞科技园发展（苏州工业园区）有限公司,苏州工业园区新平街388号,	320594201812100101,工业项目,450.00,1336.00,2018-12-10,2018-10-1,2018-12-20,,上海颐景建筑设计有限公司,,上海一建建筑装饰有限公司,{'lng': 120.740862, 'lat': 31.260122}
苏州纳米科技发展公司建设DK20110033地块项目（1#厂房）（江苏亮点光电科技有限公司厂房改建工程）（五层）,江苏亮点光电科技有限公司,苏州工业园区,	320594201812070401,工业项目,32.00,2960.00,2018-12-7,2018-12-1,2018-12-31,,杭州华茗设计集团有限公司,,苏州惠格装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
苏州智慧健康产业园（原现代工业坊)1#，2#厂房地上部分改造工程及1#，2#厂房公共区域装修工程（装修面积11115m2）,苏州敏创智慧健康科技发展有限公司,苏州工业园区兴浦路333号,	320594201812070301,工业项目,3542.09,71345.62,2018-12-7,2018-8-1,2019-1-31,,中铁华铁工程设计集团有限公司,苏州工业园区恒和咨询有限责任公司,苏州承志装饰有限公司,{'lng': 120.818672, 'lat': 31.340124}
唯亭美柯乐科技有限责任公司（1#厂房）东辉光学有限公司车间及办公室内装修工程（1-2层局部）,苏州东辉光学有限公司,苏州工业园区唯亭葑亭大道439号1号厂房,	320594201812070201,工业项目,510.00,8000.00,2018-12-7,2018-12-15,2019-1-15,,苏州江南意造建筑设计有限公司,,苏州惠格装饰工程有限公司,{'lng': 120.759318, 'lat': 31.363631}
三区开拓药业项目(DK20160154地块)-2#车间，仓库（含连廊，地下泵房水池），辅房，门卫，1#楼（含车间和办公楼）土建工程,苏州开拓药业股份有限公司,苏州市工业园区青丘街往南延伸段以西，淞北路往东延伸段以北,	320594201812070101,工业项目,3801.60,16523.30,2018-12-7,2018-10-31,2019-10-15,常州康苑岩土工程有限公司,上海同建强华建筑设计有限公司,苏州富莱工程项目管理咨询有限公司,苏州第五建筑集团有限公司,{'lng': 120.79454, 'lat': 31.305787}
师惠坊（建兴）（4#）（苏州市锦豪酒店管理有限公司室内装修工程）1-3层,苏州市锦豪酒店管理有限公司,苏州工业园区师惠坊12幢,	320594201812060201,工业项目,300.00,2723.96,2018-12-6,2018-12-1,2019-1-31,,杭州华茗设计集团有限公司,,苏州辉腾建筑装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
星塘医院（DK20160083）（星塘医院）土建施工（含幕墙）,苏州工业园区社会事业局,苏州工业园区淞江路南、莲葑路西,	320594201812060301,工业项目,11616.55,36295.00,2018-12-6,2018-10-16,2022-3-17,苏州中岩勘察有限公司,苏州市苏网建设工程有限公司,江苏建科工程咨询有限公司,苏州第一建筑集团有限公司,{'lng': 120.830034, 'lat': 31.321659}
新平西路东、若水路南地块（DK20080180）（塔楼C-2F）江苏普瑞康研发办公室改建工程,江苏普瑞康生物医药科技有限公司,苏州工业园区新平街388号腾飞创意产业园塔楼C-2楼,	320594201812060101,工业项目,280.00,2988.00,2018-12-6,2018-12-1,2019-2-16,,苏州一科科建建筑设计研究院有限公司,,江苏百科建筑工程有限公司,{'lng': 120.740862, 'lat': 31.260122}
DK20110102地块（A02，B02，B03，B04，B05）(东沙湖基金小镇建设项目办公用房室内装饰)(B04(6#)、B02(8#)、B03(9#)、A02(12#)、B05(7#局部)),苏州工业园区银瑞资产管理有限公司,苏州工业园区苏虹东路南、星华街东，东沙湖基金小镇内,	320594201812050501,工业项目,3360.28,13303.48,2018-12-5,2018-10-23,2019-1-23,,苏州市建筑装饰股份有限公司,诚信金泰建设管理（苏州）有限公司,昆山市华鼎装饰有限公司,{'lng': 120.795948, 'lat': 31.365371}
园区生物纳米园（C-1研发楼）戴雅贝森（苏州）科技有限公司装修工程,戴雅贝森（苏州）科技有限公司,苏州工业园区星湖街218号（C-1研发楼）C2楼101单元102单元,	320594201812050401,工业项目,135.00,850.00,2018-12-5,2018-10-28,2019-1-5,,苏州立诚建筑设计院有限公司,,苏州市金净净化设备科技有限公司,{'lng': 120.73689, 'lat': 31.266119}
苏州工业园区青剑湖学校（DK20090129地块）（艺体楼（扩建后））室内装饰工程-艺体楼（扩建后）扩建部分1-6层及地下室局部，及智能化工程,苏州工业园区教育局,苏州工业园区亭友街99号,	320594201812050301,工业项目,795.32,7898.46,2018-12-5,2018-9-5,2018-12-4,,苏州市唐人营造建筑装饰工程有限公司,苏州中润建设管理咨询有限公司,苏州三元四度建设工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
金墅国际公寓（CSSD北区）-金墅国际公寓（CSSD北区）（39）（苏州工业园区万家灯火花园酒店装修消防改建工程一、二楼局部）,苏州工业园区万家灯火花园酒店有限公司,苏州工业园区城邦花园36商幢201、103室,	320594201812050201,工业项目,38.81,848.14,2018-12-5,2018-11-1,2018-12-30,,江苏省建工设计研究院有限公司,,苏州名门世家建筑装饰设计工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
DK20150025地块（罗氏诊断产品项目）-131包装车间幕墙工程,罗氏诊断产品（苏州）有限公司,钟园路南，凤里街西,	320594201812050101,工业项目,1816.70,3220.00,2018-12-5,2018-7-25,2019-5-31,,苏州柯利达装饰股份有限公司,苏州工业园区智宏工程管理咨询有限公司,联实建筑工程（上海）有限公司,{'lng': 120.749326, 'lat': 31.326222}
CSSD标准厂房项目（DK20060727地块）2-1扩建门卫及消防泵房、4厂房（二）、6厂房（三）、7消防水池、3自行车棚土建安装工程,中新苏州工业园区开发集团股份有限公司,苏州工业园区同胜路北、瑞慈巷南,	320594201812040101,工业项目,1839.59,6974.34,2018-12-4,2018-8-27,2019-3-14,江苏省纺织工业设计研究院有限公司,中铁华铁工程设计集团有限公司,苏州现代建设监理有限公司,苏州市越城建筑安装有限公司,{'lng': 120.830034, 'lat': 31.321659}
多玛门控（二期厂房，1#）（力士克控制科技（苏州）有限公司装修工程）（一层局部二层）,力士克控制科技（苏州）有限公司,苏州工业园区红枫路9号,	320594201812030201,工业项目,230.64,5097.00,2018-12-3,2018-11-25,2019-1-30,,江苏省纺织工业设计研究院有限公司,,苏州红叶建设工程发展有限公司,{'lng': 120.830034, 'lat': 31.321659}
市场大厦东侧（企业发展服务中心）-市场大厦（企业发展服务中心项目室内装饰工程）（二层局部）,苏州工业园区企业发展服务中心,苏州工业园区旺墩路168号市场大厦,	320594201812030101,工业项目,641.66,2873.00,2018-12-3,2018-10-16,2019-2-24,,苏州市建筑装饰股份有限公司,苏州中润建设管理咨询有限公司,江苏恒龙装饰工程有限公司,{'lng': 120.730492, 'lat': 31.326928}
三区达亮电子（DK20100037地块）（厂房（A））日东新能源（苏州）有限公司厂房A一半的装修工程、厂房（A）二层局部装修,日东新能源（苏州）有限公司,苏州工业园区长阳街259号,	320594201811300301,工业项目,958.10,8395.00,2018-11-30,2018-11-1,2019-2-28,,广州博厦建筑设计研究院有限公司,苏州瑞欣工程项目咨询管理有限公司,日立工程建设（中国）有限公司,{'lng': 120.795759, 'lat': 31.329703}
DK20150054地块桑田岛生物科技园13楼苏州凯爱健康科技有限公司装饰(13号楼3楼局部）,苏州凯爱健康科技有限公司,苏州工业园区桑田岛生物产业园13栋三楼,	320594201811300201,工业项目,120.00,2360.00,2018-11-30,2018-11-13,2018-11-27,,苏州元泰工程有限公司,,江苏辉尚建设景观工程有限公司,{'lng': 120.792074, 'lat': 31.284288}
园区管委会大楼（国际大厦）（苏州国际大厦18层室内修缮工程）,苏州工业园区兆润投资控股集团有限公司,苏州工业园区,	320594201811300101,工业项目,383.06,1800.00,2018-11-30,2018-11-1,2019-2-28,,江苏省纺织工业设计研究院有限公司,苏州中润建设管理咨询有限公司,苏州市唐人营造建筑装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
兴浦路西、新胜路北地块（7）（中国银行股份有限公司苏州胜浦支行装饰改造工程）,中国银行股份有限公司苏州工业园区分行,胜浦镇金雅苑3幢101/102室,	320594201811290101,工业项目,91.69,362.78,2018-11-29,2018-10-17,2018-12-15,,湘潭市规划建筑设计院,苏州现代建设监理有限公司,苏州金鼎建筑装饰工程有限公司,{'lng': 120.83399, 'lat': 31.309404}
娄葑东区生物纳米科技园(综合实验楼A3)（苏州超云生命智能产业研究院室内装修工程）一层局部,苏州超云生命智能产业研究院有限公司,苏州工业园区星湖街218号A3楼102单元,	320594201811280101,工业项目,293.50,2878.00,2018-11-28,2018-11-23,2019-1-22,,杭州华茗设计集团有限公司,,上海轩辕展览服务有限公司,{'lng': 120.736293, 'lat': 31.262375}
DK20110517地块（D）(苏地2011-B-73号地块D楼一层大堂及四层餐饮内装修) D5#一层门厅、D2#四层餐厅、D5#四层接待厅、包间、卫生间,苏州工业园区青剑湖置业有限公司,唯正路16号,	320594201811270201,工业项目,381.27,4651.00,2018-11-27,2018-11-10,2019-2-7,,苏州金螳螂建筑装饰股份有限公司,,江苏省建工集团有限公司,{'lng': 120.719823, 'lat': 31.370848}
苏春工业坊二期（15号标准厂房）（苏州卓米智能制造科技有限公司室内装修工程）二层局部,苏州卓米智能制造科技有限公司,苏州工业园区星龙街428号,	320594201811270101,工业项目,50.00,2500.00,2018-11-27,2018-11-20,2019-1-20,,杭州华茗设计集团有限公司,,博华建筑规划设计有限公司,{'lng': 120.810723, 'lat': 31.335434}
DK20130192地块（地库，发布大厅，沈威峰美术馆，苏州画院幼儿园书画展览，苏州画院展馆，幼儿园教学楼）土建、安装工程,苏州画院文化产业园有限公司,苏州工业园区,	320594201811230301,工业项目,4308.00,16119.94,2018-11-23,2018-9-25,2019-9-24,苏州市建筑勘察院有限责任公司,苏州市天地民防建筑设计研究院有限公司,苏州东大建设监理有限公司,江苏省江建集团有限公司,{'lng': 120.830034, 'lat': 31.321659}
DK20130306地块(商业综合体）永辉超市室内装修-DK20130306地块（商业综合体）（江苏永辉超市苏州工业园区和众街店装修）地下及地上一层局部:墙体刷新，吊顶，地面,江苏永辉超市有限公司苏州和众街分公司,苏州工业园区和众街58号B1F,	320594201811230201,工业项目,98.00,4800.00,2018-11-23,2018-10-29,2018-11-29,,江苏辉尚建设景观工程有限公司,,江苏金崇源建筑装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
DK20110157地块（D）（苏州彼岸之星培训有限公司室内装修工程）(三层局部）,苏州彼岸之星培训有限公司,苏州工业园区唯正路16号1栋,	320594201811230101,工业项目,31.00,553.25,2018-11-23,2018-11-25,2018-12-25,,杭州华茗设计集团有限公司,,苏州同美展示股份有限公司,{'lng': 120.719823, 'lat': 31.370848}
出口加工区B区-康普科技(仓库、厂房）（7#建筑）改造工程,康普科技（苏州）有限公司,苏州工业园区 出口加工区B区 启明路77#,	320594201811220301,工业项目,187.04,2468.40,2018-11-22,2018-5-19,2018-8-19,,信息产业电子第十一设计研究院科技工程股份有限公司,,南通四建集团有限公司,{'lng': 120.738782, 'lat': 31.345049}
苏园土拍（2003）02地块（湖畔天城1）（E区商业-2#）（苏州培而优教育科技有限公司园区分公司室内改建工程）（二层局部室内墙面地面顶面装修工程）,苏州培而优教育科技有限公司园区分公司,苏州工业园区钟慧路58号2幢204室、205室、121室、207室,	320594201811220201,工业项目,100.00,1000.00,2018-11-22,2018-10-17,2018-11-30,,广州博厦建筑设计研究院有限公司,,苏州国凯装饰工程有限公司,{'lng': 120.744807, 'lat': 31.322146}
娄葑东区生物纳米科技园-娄葑东区生物纳米科技园（中试厂房）（苏州生物纳米科技园零星工程设计（2016-2018年度）C36中试楼改造工程）,苏州工业园区生物产业发展有限公司,苏州工业园区星湖街218号,	320594201811220101,工业项目,206.50,5690.00,2018-11-22,2018-9-21,2019-1-18,,中铁华铁工程设计集团有限公司,苏州城市建设项目管理有限公司,苏州工业园区中园建设工程有限公司,{'lng': 120.73689, 'lat': 31.266119}
三区布鲁斯特墙纸（DK20100205地块）(车间)（江苏恒伟供应链管理有限公司车间改造工程）,江苏恒伟供应链管理有限公司,苏州工业园区,	320594201811210101,工业项目,28.00,6000.00,2018-11-21,2018-10-5,2018-10-25,,苏州金鼎建筑装饰工程有限公司,,苏州市百灵鸟建筑装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
园区国际科技园二期-园区国际科技园二期（科技园二期附房工程）（艾默生研发中心）（园区国际科技园二期一层员工餐厅内装修工程）一层局部,苏州工业园区科技发展有限公司,苏州工业园区机场路328号,	320594201811200401,工业项目,22.00,1400.00,2018-11-20,2018-11-1,2018-11-15,,苏州宁泰消防工程技术有限公司,,苏州宁泰消防工程技术有限公司,{'lng': 120.678149, 'lat': 31.301988}
唯亭夷陵山动迁小区（公建房）（苏州工业园区唯亭怡邻社区服务中心室内装修工程）（地上二层非公共区域）,苏州工业园区唯亭街道怡邻社区居委会,苏州工业园区唯亭街道,	320594201811200301,工业项目,109.49,1402.00,2018-11-20,2017-12-1,2018-1-14,,太仓市明辉装饰装潢有限公司,苏州香山工坊景原建设股份有限公司,苏州市枫桥建筑工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
现代大厦-现代大厦（现代大厦1F活动室装修工程）一层局部1~7轴*N~P轴，不包括楼梯间，电梯厅,苏州工业园区机关事务管理中心,苏州工业园区现代大道999号现代大厦1F活动室（西北侧）,	320594201811200201,工业项目,260.00,2000.00,2018-11-20,2018-9-27,2018-11-15,,苏州筑源规划建筑设计有限公司,苏州市天和工程管理咨询有限公司,北京东豪建设集团有限公司,{'lng': 120.729886, 'lat': 31.330485}
新平路东、若水路南地块（DK20080180）（4B）（苏州工业园区常青藤离岸创新产业研究院有限公司办公室及展厅内装修工程）一层局部,苏州工业园区常青藤离岸创新产业研究院有限公司,苏州工业园区新平街388号腾飞创新园10幢,	320594201811200101,工业项目,76.10,790.00,2018-11-20,2018-7-30,2018-9-5,,苏州江南意造建筑设计有限公司,,沈阳瀚林正艺装饰工程有限公司,{'lng': 120.740748, 'lat': 31.259367}
娄葑东区生物纳米科技园（C-4#D栋）（苏州康聚生物科技有限公司扩建重组单抗药物研发项目改建(装修）工程）,苏州康聚生物科技有限公司,苏州工业园区星湖街218号C13楼401单元,	320594201811190301,工业项目,38.00,1133.00,2018-11-19,2018-11-10,2019-1-9,,江苏省纺织工业设计研究院有限公司,,苏州力良建筑装饰工程有限公司,{'lng': 120.736293, 'lat': 31.262375}
泰康之家项目（DK20140056地块）-3#楼装修工程（地上一层）,泰康之家（苏州）投资有限公司,苏州工业园区、阳澄湖半岛,	320594201811190201,工业项目,330.00,1281.73,2018-11-19,2018-6-10,2019-1-31,,中国中元国际工程有限公司,中衡设计集团工程咨询有限公司,中国建筑第八工程局有限公司,{'lng': 120.646922, 'lat': 31.370549}
DK20130204地块（1）（水坊路邻里中心）土建、水电、暖通及幕墙工程,苏州工业园区水坊路邻里中心开发有限公司,水坊路以北、星洲街以西（水坊路邻里中心）,	320594201811190101,工业项目,7038.21,19010.04,2018-11-19,2018-10-15,2020-4-30,苏州市建筑勘察院有限责任公司,中衡设计集团股份有限公司,苏州市晨阳工程监理咨询有限公司,江苏金都建工集团有限公司,{'lng': 120.673349, 'lat': 31.327264}
聚美优品地块周边道路工程,苏州工业园区市政工程部,园区,	320594201811160202,工业项目,659.31,0.00,2018-11-16,2018-9-12,2019-4-9,江苏苏州地质工程勘察院,悉地（苏州）勘察设计顾问有限公司,上海城建工程建设监理有限公司,江苏亚鑫建设有限公司,{'lng': 120.69939, 'lat': 31.344661}
苏州工业园区智能制造产业园-扬富路（大水泾-星港街）、苏州工业园区智能制造产业园-经二路道路工程,苏州工业园区城市重建有限公司,苏州工业园区智能制造产业园,	320594201811160102,工业项目,2261.59,0.00,2018-11-16,2018-5-30,2019-11-30,江苏省纺织工业设计研究院有限公司,悉地（苏州）勘察设计顾问有限公司,浙江工正工程管理有限公司,天合建设集团有限公司,{'lng': 120.830034, 'lat': 31.321659}
一区苏华路南，星汉街西出让(1)(招商蛇口苏南公司装饰工程），35层、36层局部办公室及4层员工餐厅,苏州双湖房地产有限公司,苏州市工业园区兆润财富中心,	320594201811150301,工业项目,348.57,2105.00,2018-11-15,2018-10-26,2018-12-24,,苏州合展设计营造股份有限公司,,深圳市汉圳建筑装饰设计工程有限公司,{'lng': 120.679762, 'lat': 31.321145}
腾飞新苏升级改造项目（DK20130056地块）（原新苏工业坊）（2）（上海银行苏州开发测试中心（筹）项目装修及机电改建工程）7层局部,上海银行股份有限公司,苏州工业园区星汉街5号的2号楼7层,	320594201811150201,工业项目,272.88,1769.28,2018-11-15,2018-11-5,2019-2-2,,上海海珠建筑工程设计有限公司,苏州建筑工程监理有限公司,京华建设科技有限公司,{'lng': 120.830034, 'lat': 31.321659}
