秦皇岛,2015-01-01,1,-9,0,0,4-5级~3-4级
秦皇岛,2015-01-02,4,-8,0,0,小于3级~3-4级
秦皇岛,2015-01-03,5,-5,0,0,3-4级
秦皇岛,2015-01-04,4,-2,0,0,小于3级
秦皇岛,2015-01-05,0,-8,0,0,3-4级~4-5级
秦皇岛,2015-01-06,1,-9,0,0,3-4级~小于3级
秦皇岛,2015-01-07,2,-9,0,0,小于3级
秦皇岛,2015-01-08,4,-9,0,0,小于3级
秦皇岛,2015-01-09,6,-9,0,0,小于3级
秦皇岛,2015-01-10,1,-6,0,0,3-4级
秦皇岛,2015-01-11,2,-9,0,0,3-4级
秦皇岛,2015-01-12,3,-6,0,0,3-4级~小于3级
秦皇岛,2015-01-13,3,-6,0,0,小于3级
秦皇岛,2015-01-14,0,-5,0,0,小于3级
秦皇岛,2015-01-15,-1,-6,0,1,小于3级
秦皇岛,2015-01-16,3,-12,0,0,小于3级~3-4级
秦皇岛,2015-01-17,3,-7,0,0,3-4级
秦皇岛,2015-01-18,1,-9,0,0,3-4级
秦皇岛,2015-01-19,3,-6,0,0,3-4级~小于3级
秦皇岛,2015-01-20,3,-3,0,0,小于3级
秦皇岛,2015-01-21,3,-11,0,0,4-5级
秦皇岛,2015-01-22,5,-7,0,0,3-4级~小于3级
秦皇岛,2015-01-23,1,-5,0,0,小于3级
秦皇岛,2015-01-24,3,-5,0,0,小于3级
秦皇岛,2015-01-25,4,-6,0,0,小于3级
秦皇岛,2015-01-26,-2,-12,0,0,小于3级~3-4级
秦皇岛,2015-01-27,-2,-13,0,0,4-5级~3-4级
秦皇岛,2015-01-28,0,-11,0,0,3-4级~小于3级
秦皇岛,2015-01-29,-1,-10,0,0,小于3级
秦皇岛,2015-01-30,1,-12,0,0,小于3级
秦皇岛,2015-01-31,2,-10,0,0,小于3级
邢台,2015-01-01,6,-4,0,0,小于3级
邢台,2015-01-02,10,-2,0,0,小于3级
邢台,2015-01-03,7,-2,0,0,小于3级
邢台,2015-01-04,6,0,0,0,小于3级
邢台,2015-01-05,3,-4,0,0,小于3级~4-5级
邢台,2015-01-06,4,-2,0,0,3-4级~小于3级
邢台,2015-01-07,7,-3,0,0,小于3级
邢台,2015-01-08,7,-2,0,0,小于3级
邢台,2015-01-09,10,0,0,0,小于3级
邢台,2015-01-10,7,-1,0,0,小于3级
邢台,2015-01-11,5,-2,0,0,3-4级~小于3级
邢台,2015-01-12,5,-3,0,0,小于3级
邢台,2015-01-13,6,-3,0,0,小于3级
邢台,2015-01-14,5,-3,0,0,小于3级
邢台,2015-01-15,7,-2,0,0,小于3级
邢台,2015-01-16,6,-4,0,0,3-4级~小于3级
邢台,2015-01-17,10,-1,0,0,小于3级
邢台,2015-01-18,10,-2,0,0,小于3级
邢台,2015-01-19,6,-1,0,0,小于3级
邢台,2015-01-20,7,-1,0,0,小于3级~3-4级
邢台,2015-01-21,8,-3,0,0,3-4级
邢台,2015-01-22,8,-3,0,0,小于3级
邢台,2015-01-23,3,-2,1,1,3-4级~小于3级
邢台,2015-01-24,3,-3,0,0,小于3级~3-4级
邢台,2015-01-25,2,-2,0,0,3-4级~小于3级
邢台,2015-01-26,2,-5,0,0,小于3级
邢台,2015-01-27,0,-4,0,0,4-5级~3-4级
邢台,2015-01-28,2,-4,0,1,小于3级
邢台,2015-01-29,2,-4,0,0,小于3级
邢台,2015-01-30,3,-5,0,0,3-4级~小于3级
邢台,2015-01-31,4,-4,0,0,小于3级
承德,2015-01-01,0,-13,0,0,3-4级
承德,2015-01-02,2,-12,0,0,小于3级
承德,2015-01-03,3,-11,0,0,小于3级
承德,2015-01-04,1,-8,0,0,小于3级
承德,2015-01-05,-2,-11,0,0,小于3级~4-5级
承德,2015-01-06,2,-14,0,0,4-5级~3-4级
承德,2015-01-07,0,-11,0,0,小于3级
承德,2015-01-08,2,-13,0,0,小于3级
承德,2015-01-09,3,-13,0,0,小于3级
承德,2015-01-10,2,-11,0,0,小于3级
承德,2015-01-11,2,-11,0,0,小于3级
承德,2015-01-12,1,-12,0,0,小于3级
承德,2015-01-13,0,-10,0,1,小于3级
承德,2015-01-14,0,-10,0,1,小于3级
承德,2015-01-15,-2,-7,0,1,小于3级
承德,2015-01-16,1,-15,0,0,小于3级~3-4级
承德,2015-01-17,-1,-11,0,1,3-4级~小于3级
承德,2015-01-18,1,-12,0,0,小于3级~3-4级
承德,2015-01-19,2,-10,0,0,3-4级~小于3级
承德,2015-01-20,1,-8,0,0,小于3级
承德,2015-01-21,2,-15,0,0,3-4级
承德,2015-01-22,3,-12,0,0,小于3级
承德,2015-01-23,1,-11,0,0,小于3级~3-4级
承德,2015-01-24,3,-9,0,0,小于3级
承德,2015-01-25,-1,-9,0,0,小于3级
承德,2015-01-26,-3,-14,0,0,小于3级~4-5级
承德,2015-01-27,-2,-15,0,0,4-5级~小于3级
承德,2015-01-28,-2,-13,0,0,小于3级
承德,2015-01-29,-2,-14,0,0,小于3级
承德,2015-01-30,1,-15,0,0,3-4级~小于3级
承德,2015-01-31,2,-14,0,0,小于3级
沧州,2015-01-01,6,-7,0,0,3-4级
沧州,2015-01-02,9,-4,0,0,小于3级
沧州,2015-01-03,7,-4,0,0,小于3级
沧州,2015-01-04,7,-1,0,0,小于3级
沧州,2015-01-05,4,-5,0,0,3-4级~4-5级
沧州,2015-01-06,6,-6,0,0,4-5级~3-4级
沧州,2015-01-07,6,-5,0,0,小于3级
沧州,2015-01-08,6,-5,0,0,小于3级
沧州,2015-01-09,9,-5,0,0,小于3级
沧州,2015-01-10,5,-4,0,0,3-4级
沧州,2015-01-11,7,-5,0,0,3-4级~小于3级
沧州,2015-01-12,7,-3,0,0,小于3级
沧州,2015-01-13,5,-3,0,0,小于3级
沧州,2015-01-14,5,-5,0,0,小于3级
沧州,2015-01-15,4,-4,0,0,小于3级
沧州,2015-01-16,6,-8,0,0,3-4级~4-5级
沧州,2015-01-17,6,-4,0,0,3-4级
沧州,2015-01-18,8,-5,0,0,3-4级
沧州,2015-01-19,6,-3,1,0,3-4级~小于3级
沧州,2015-01-20,4,-3,0,0,小于3级
沧州,2015-01-21,7,-7,0,0,3-4级
沧州,2015-01-22,9,-4,0,0,3-4级~小于3级
沧州,2015-01-23,4,-3,1,1,小于3级
沧州,2015-01-24,4,-3,1,1,3-4级
沧州,2015-01-25,3,-4,0,0,3-4级
沧州,2015-01-26,2,-7,0,0,小于3级~4-5级
沧州,2015-01-27,3,-9,0,0,4-5级~3-4级
沧州,2015-01-28,4,-5,0,0,3-4级
沧州,2015-01-29,3,-6,0,0,小于3级~3-4级
沧州,2015-01-30,5,-8,0,0,3-4级~小于3级
沧州,2015-01-31,5,-6,0,0,小于3级
蚌埠,2015-01-01,9,-4,0,0,小于3级
蚌埠,2015-01-02,14,-2,0,0,小于3级
蚌埠,2015-01-03,17,0,0,0,小于3级
蚌埠,2015-01-04,11,5,1,0,小于3级
蚌埠,2015-01-05,8,3,1,1,小于3级~3-4级
蚌埠,2015-01-06,7,-3,0,0,4-5级~3-4级
蚌埠,2015-01-07,10,-5,0,0,小于3级
蚌埠,2015-01-08,14,-1,0,0,小于3级
蚌埠,2015-01-09,15,1,0,0,小于3级
蚌埠,2015-01-10,13,0,0,0,小于3级
蚌埠,2015-01-11,10,0,0,0,小于3级~3-4级
蚌埠,2015-01-12,7,1,1,0,3-4级
蚌埠,2015-01-13,8,4,0,0,3-4级
蚌埠,2015-01-14,9,2,0,0,小于3级
蚌埠,2015-01-15,9,1,0,0,小于3级
蚌埠,2015-01-16,6,-3,0,0,小于3级
蚌埠,2015-01-17,12,-2,0,0,小于3级
蚌埠,2015-01-18,11,-3,0,0,小于3级
蚌埠,2015-01-19,12,3,0,0,小于3级
蚌埠,2015-01-20,9,3,0,0,小于3级
蚌埠,2015-01-21,7,-4,0,0,小于3级
蚌埠,2015-01-22,13,-3,0,0,小于3级
蚌埠,2015-01-23,13,4,0,0,小于3级
蚌埠,2015-01-24,10,6,1,0,小于3级
蚌埠,2015-01-25,8,2,0,0,小于3级
蚌埠,2015-01-26,5,1,0,0,小于3级
蚌埠,2015-01-27,3,-1,1,1,3-4级
蚌埠,2015-01-28,1,-3,1,1,小于3级
蚌埠,2015-01-29,2,-4,0,0,小于3级
蚌埠,2015-01-30,1,-4,0,0,3-4级~小于3级
蚌埠,2015-01-31,3,-1,0,0,3-4级~小于3级
马鞍山,2015-01-01,10,-1,0,0,小于3级
马鞍山,2015-01-02,14,1,0,0,小于3级
马鞍山,2015-01-03,16,4,0,0,小于3级
马鞍山,2015-01-04,16,7,0,0,小于3级~3-4级
马鞍山,2015-01-05,12,5,1,1,小于3级
马鞍山,2015-01-06,8,0,0,0,3-4级
马鞍山,2015-01-07,10,-1,0,0,小于3级
马鞍山,2015-01-08,13,1,0,0,小于3级
马鞍山,2015-01-09,14,4,0,0,小于3级
马鞍山,2015-01-10,15,3,0,0,小于3级
马鞍山,2015-01-11,11,2,0,0,小于3级~3-4级
马鞍山,2015-01-12,6,4,1,0,3-4级
马鞍山,2015-01-13,7,4,1,0,3-4级
马鞍山,2015-01-14,9,4,0,0,小于3级
马鞍山,2015-01-15,13,4,0,0,小于3级
马鞍山,2015-01-16,7,0,0,0,小于3级
马鞍山,2015-01-17,12,1,0,0,小于3级
马鞍山,2015-01-18,11,1,0,0,小于3级
马鞍山,2015-01-19,11,4,0,0,小于3级
马鞍山,2015-01-20,12,4,0,0,小于3级
马鞍山,2015-01-21,8,0,0,0,小于3级
马鞍山,2015-01-22,13,1,0,0,小于3级
马鞍山,2015-01-23,15,5,0,0,小于3级
马鞍山,2015-01-24,11,9,1,0,小于3级
马鞍山,2015-01-25,10,4,0,0,小于3级
马鞍山,2015-01-26,8,3,1,0,小于3级
马鞍山,2015-01-27,3,1,1,1,小于3级
马鞍山,2015-01-28,1,-2,0,1,小于3级
马鞍山,2015-01-29,4,-1,0,1,小于3级
马鞍山,2015-01-30,4,-2,0,0,3-4级~小于3级
马鞍山,2015-01-31,5,0,1,1,小于3级
铜陵,2015-01-01,10,-1,0,0,小于3级
铜陵,2015-01-02,14,0,0,0,小于3级
铜陵,2015-01-03,17,4,0,0,小于3级~3-4级
铜陵,2015-01-04,16,8,0,0,小于3级
铜陵,2015-01-05,12,6,1,1,小于3级
铜陵,2015-01-06,8,0,0,0,3-4级
铜陵,2015-01-07,10,0,0,0,小于3级
铜陵,2015-01-08,13,1,0,0,小于3级
铜陵,2015-01-09,15,2,0,0,小于3级
铜陵,2015-01-10,15,2,0,0,小于3级
铜陵,2015-01-11,12,3,0,0,小于3级
铜陵,2015-01-12,6,5,1,0,3-4级~4-5级
铜陵,2015-01-13,7,4,1,0,3-4级~小于3级
铜陵,2015-01-14,10,3,0,0,小于3级
铜陵,2015-01-15,11,3,0,0,小于3级
铜陵,2015-01-16,8,0,0,0,小于3级
铜陵,2015-01-17,11,1,0,0,小于3级
铜陵,2015-01-18,11,2,0,0,小于3级
铜陵,2015-01-19,11,4,0,0,小于3级
铜陵,2015-01-20,13,5,0,0,小于3级
铜陵,2015-01-21,8,0,0,0,小于3级
铜陵,2015-01-22,14,1,0,0,小于3级
铜陵,2015-01-23,16,4,0,0,小于3级
铜陵,2015-01-24,11,9,1,0,小于3级
铜陵,2015-01-25,10,6,1,0,小于3级
铜陵,2015-01-26,7,4,1,0,小于3级
铜陵,2015-01-27,3,1,1,1,小于3级
铜陵,2015-01-28,1,-1,0,1,小于3级
铜陵,2015-01-29,3,-1,0,1,小于3级
铜陵,2015-01-30,3,-2,0,0,3-4级~小于3级
铜陵,2015-01-31,5,1,1,1,小于3级
